0,1,2,3,4,5
5.921052632e-05,5.487804878e-05,5.23255814e-05,5.113636364e-05,5.23255814e-05,6e-05
3.982300885e-05,3.543307087e-05,3.237410072e-05,3.846153846e-05,3.409090909e-05,4.166666667e-05
2.5e-06,3.022162525e-06,2.518186905e-06,2.5e-06,2.5e-06,2.5e-06
3.75e-06,3.691550451e-06,5.653266332e-06,3.75e-06,3.75e-06,5.732484076e-06
0.0001417322835,0.0004615384615,0.0004721930745,0.0002743902439,0.0007109004739,0.002601156069
0.0002064220183,0.0001951431049,0.0002006241641,0.0001888375997,0.0001551724138,0.0001838235294
